Company,Ticker,Patent Number,Date,Title
SANOFI,SNY,20230414860,20231228,Packaging Assembly
ALKERMES,ALKS,20140270598,20140918,EASY OPEN APPARATUS AND METHOD FOR MULTI-PLY BAGS
ALKERMES,ALKS,20210205302,20210708,CRYSTALLIZATION PROCESS OF ARIPIPRAZOLE DERIVATIVES IN EXTENDED RELEASE FORMULATIONS FOR TREATMENT OF SCHIZOPHRENIA
AMGEN,AMGN,20230271981,20230831,COMPOUNDS THAT INHIBIT MCL-1 PROTEIN
BAYER,BAYRY,20240158021,20240516,"Body Part, Vehicle, Semi-Finished Product and Method for Producing a Body Part"
BAYER,BAYRY,20240161982,20240516,"Capacitor System with Improved Connections, and Production Method"
PFIZER,PFE,20240173293,20240530,Treatment of Breast Cancer with Amcenestrant and Palbociclib
NOVARTIS,NVS,20230151106,20230518,OFATUMUMAB FOR TREATING MS WHILE MAINTAINING SERUM IgG
MERCK SHARP,MRK,20240317854,20240926,METHODS FOR TREATING CANCER  WITH ANTI-ILT3 ANTIBODIES
GILEAD SCIENCES,GILD,20240150359,20240509,COMPOUNDS AND METHODS FOR TREATMENT OF VIRAL INFECTIONS
GILEAD SCIENCES,GILD,20240217975,20240704,SOLID FORMS OF A TOLL-LIKE RECEPTOR MODULATOR
ASTRAZENECA,AZN,20240426826,20241226,A Scoring Method for an Anti-HER2 Antibody-Drug Conjugate Therapy
REGENERON,REGN,20230415073,20231228,METHODS FOR QUANTITATING INDIVIDUAL ANTIBODIES FROM A MIXTURE
TAKEDA PHARMACEUTICAL,TAK,20220170936,20220602,EVALUATION AND TREATMENT OF BRADYKININ-MEDIATED DISORDERS
TAKEDA PHARMACEUTICAL,TAK,20230104754,20230406,PLASMA KALLIKREIN INHIBITORS AND USES THEREOF FOR TREATING HEREDITARY ANGIOEDEMA ATTACK
MODERNA,MRNA,20240124388,20240418,COMPOUNDS AND COMPOSITIONS FOR INTRACELLULAR DELIVERY OF THERAPEUTIC AGENTS
EISAI,ESALY,20240148895,20240509,ANTIBODY-DRUG CONJUGATE
CRISPR THERAPEUTICS,CRSP,20240066150,20240229,MATERIALS AND METHODS FOR TREATMENT OF PAIN RELATED DISORDERS
DAIICHI SANKYO,DSNKY,20240150472,20240509,GENE CODING FOR CHIMERIC RECEPTOR FOR ANTI-ACETYLCHOLINE RECEPTOR AUTOANTIBODY
BAYER,BAYRY,20240294094,20240905,Apparatus and Method for Predicting and Avoiding Degradation of Electrical Drive Components in a Vehicle
TAKEDA PHARMACEUTICAL,TAK,20220409734,20221229,ANTIBODY DRUG CONJUGATES
REGENERON,REGN,20230383353,20231130,Inhibition Of HSD17B13 In The Treatment Of Liver Disease In Patients Expressing The PNPLA3 I148M Variation
GILEAD SCIENCES,GILD,20240067629,20240229,THERAPEUTIC COMPOUNDS
SEAGEN,SGEN,20240123079,20240418,IMMUNOMODULATORY ANTIBODY-DRUG CONJUGATES
MERCK SHARP,MRK,20230165932,20230601,PCSK9 ANTAGONIST COMPOUNDS
ASTELLAS PHARMA,ALPMY,20240158501,20240516,BISPECIFIC TRIVALENT ANTIBODIES BINDING TO CLAUDIN6 OR CLAUDIN18.2 AND CD3 FOR TREATMENT OF CLAUDIN EXPRESSING CANCER DISEASES
REGENERON,REGN,20230366024,20231116,Kelch Domain Containing 7B (KLHDC7B) Variants And Uses Thereof
MERCK SHARP,MRK,20230048144,20230216,HPV VACCINE
BIOGEN,BIIB,20240156089,20240516,METHOD FOR PRODUCING AN ATTRACTANT COMPOSITION
NOVARTIS,NVS,20210246423,20210812,METHODS FOR IMPROVING THE EFFICACY AND EXPANSION OF IMMUNE CELLS
TAKEDA PHARMACEUTICAL,TAK,20220411369,20221229,METHOD FOR PRODUCING PYRROLIDINE COMPOUND
BIOGEN,BIIB,20240090913,20240321,AUGER-BASED BONE HARVESTING AND DELIVERY
GILEAD SCIENCES,GILD,20230365511,20231116,Antiviral Pyrazolopiridinone Compounds
VERTEX PHARMACEUTICALS,VRTX,20230373925,20231123,HETEROARYL COMPOUNDS FOR THE TREATMENT OF PAIN
BAYER,BAYRY,20240186872,20240606,Rotor and Method for Producing a Rotor
BAYER,BAYRY,20240171027,20240523,Rotor Shaft Assembly for an Electric Machine and Electric Machine
BAYER,BAYRY,20240162785,20240516,Stator Arrangement and Electric Machine for a Motor Vehicle
BAYER,BAYRY,20240173310,20240530,"PHARMACEUTICAL DOSAGE FORMS COMPRISING (4S)-24-CHLORO-4-ETHYL-73-FLUORO-35-METHOXY-32,5-DIOXO-14-(TRIFLUOROMETHYL)-32H-6-AZA-3(4,1)-PYRIDINA-1(1)-[1,2,3]TRIAZOLA-2(1,2),7(1)-DIBENZENAHEPTAPHANE-74-CARBOXAMIDE"
TAKEDA PHARMACEUTICAL,TAK,20240026011,20240125,CONSTRAINED CONDITIONALLY ACTIVATED BINDING PROTEINS
VERTEX PHARMACEUTICALS,VRTX,20220031679,20220203,"PHARMACEUTICAL COMPOSITIONS OF 3-(6-(1-(2,2-DIFLUOROBENZO[D][1,3]DIOXOL-5-YL) CYCLOPROPANECARBOXAMIDO)-3-METHYLPYRIDIN-2-YL) BENZOIC ACID AND ADMINISTRATION THEREOF"
NOVARTIS,NVS,20240010623,20240111,SYNTHESIS OF PROSTATE SPECIFIC MEMBRANE ANTIGEN (PSMA) LIGANDS
MERCK SHARP,MRK,20230058779,20230223,"COMBINATION CANCER TREATMENT USING A PD-1 ANTAGONIST, AN ILT4 ANTAGONIST, AND LENVATINIB OR SALTS THEREOF"
BAYER,BAYRY,20240183666,20240606,Providing Combined Map Information
BAYER,BAYRY,20230181816,20230615,"SYSTEM, METHOD, AND COMPUTER PROGRAM PRODUCT FOR CONTROLLING A FLUID INJECTION SYSTEM BASED ON HYDRAULIC RESISTANCE"
ALNYLAM PHARMACEUTICALS,ALNY,20240200077,20240620,STEAROYL-COA DESATURASE 5 (SCD5) IRNA AGENT COMPOSITIONS AND METHODS OF USE THEREOF
BAYER,BAYRY,20230268047,20230824,"SYSTEM, METHOD, AND COMPUTER PROGRAM PRODUCT FOR PROVIDING A GATEWAY TO CONNECT A FLUID DELIVERY SYSTEM AND EXTERNAL SYSTEMS"
ASTELLAS PHARMA,ALPMY,20240181087,20240606,COMPOSITION FOR CONTRAST IMAGING OF CANCER
GILEAD SCIENCES,GILD,20240132527,20240425,THERAPEUTICS COMPOUNDS FOR HIV VIRUS INFECTION
BAYER,BAYRY,20240087292,20240314,Method and Apparatus for Processing Image Data
ZOETIS,ZTS,20230390237,20231207,IMMUNOMODULATING UREA AZALIDES
MERCK SHARP,MRK,20240252466,20240801,CYCLOHEXYLGLYCINE DERIVATIVES AS SELECTIVE CYTOTOXIC AGENTS
BAYER,BAYRY,20230347043,20231102,SYSTEM AND METHOD FOR IMPROVED FLUID DELIVERY IN MULTI-FLUID INJECTOR SYSTEMS
ZOETIS,ZTS,20230414576,20231228,LONG-ACTING SPIRO-ISOXAZOLINE ANTIPARASITIC COMPOSITIONS
SUMITOMO PHARMA,DNPUF,20190224196,20190725,TREATMENT OF PROSTATE CANCER
SUMITOMO PHARMA,DNPUF,20200129507,20200430,TREATMENT OF PROSTATE CANCER
SUMITOMO PHARMA,DNPUF,20210205303,20210708,TREATMENT OF PROSTATE CANCER
SUMITOMO PHARMA,DNPUF,20220401443,20221222,TREATMENT OF PROSTATE CANCER
SUMITOMO PHARMA,DNPUF,20220396582,20221215,"CRYSTALLINE FORMS OF N-(4-(1-(2,6-DIFLUOROBENZYL)-5-((DIMETHYLAMINO)METHYL)-3-(6-METHOXY-3-PYRIDAZINYL)-2,4-DIOXO-1,2,3,4-TETRAHYDROTHIENO[2,3-D]PYRIMIDIN-6-YL)PHENYL)-N'-METHOXYUREA"
SUMITOMO PHARMA,DNPUF,20230165800,20230601,COMBINATION SOLID ORAL DOSAGE FORMS OF GONADOTROPIN-RELEASING HORMONE ANTAGONISTS
SUMITOMO PHARMA,DNPUF,20220372044,20221124,"CRYSTALLINE SOLVATED FORMS OF N-(4-(1-(2,6-DIFLUOROBENZYL)-5- ((DIMETHYLAMINO)METHYL)-3-(6-METHOXY-3-PYRIDAZINYL)-2,4-DIOXO-1,2,3,4- TETRAHYDROTHIENO[2,3-D]PYRIMIDIN-6-YL)PHENYL)-N'-METHOXYUREA"
VERTEX PHARMACEUTICALS,VRTX,20230382910,20231130,HETEROARYL COMPOUNDS FOR THE TREATMENT OF PAIN
NOVAVAX,NVAX,20220332765,20221020,CORONAVIRUS VACCINE FORMULATIONS
ELI LILLY,LLY,20240228633,20240711,METHODS OF TREATING CANCER WITH PDGFR ALPHA INHIBITORS
VERTEX PHARMACEUTICALS,VRTX,20100310675,20101209,AMINOPYRIMIDINES USEFUL AS KINASE INHIBITORS
BAYER,BAYRY,20240162767,20240516,Rotor and Method for Producing a Rotor
SANOFI,SNY,20240066238,20240229,Needle Arrangement
SUMITOMO PHARMA,DNPUF,20200046797,20200213,METHODS OF TREATING FEMALE INFERTILITY
SUMITOMO PHARMA,DNPUF,20220088114,20220324,METHODS OF TREATING FEMALE INFERTILITY
SUMITOMO PHARMA,DNPUF,20230045718,20230209,METHODS OF INCREASING ENDOGENOUS LUTEINIZING HORMONE
ZOETIS,ZTS,20230416410,20231228,BOVINE ANTIBODY VARIANTS
ULTRAGENYX,RARE,20240092731,20240321,"CREATINE PRODRUGS, COMPOSITIONS AND METHODS OF USE THEREOF"
BAYER,BAYRY,20240166059,20240523,Control Device for Operating a Road-Coupled All-Wheel Drive Vehicle
BAYER,BAYRY,20240178476,20240530,"Cooling Device for an Electrical Energy Store Having Gravity-Assisted Heat Pipes, Electrical Energy Store, and Motor Vehicle"
BAYER,BAYRY,20240171106,20240523,"Method for Determining Phase Currents, Control Device, Drive System, and Motor Vehicle"
NOVARTIS,NVS,20240018099,20240118,SYNTHESIS OF PROSTATE SPECIFIC MEMBRANE ANTIGEN (PSMA) LIGANDS
NOVO NORDISK,NVO,20210308108,20211007,ACTIVATING PYRUVATE KINASE R
AGIOS PHARMACEUTICALS,AGIO,20240277701,20240822,PYRUVATE KINASE ACTIVATORS FOR USE IN THERAPY
MODERNA,MRNA,20240226026,20240711,BRANCHED TAIL LIPID COMPOUNDS AND COMPOSITIONS FOR INTRACELLULAR DELIVERY OF THERAPEUTIC AGENTS
REGENERON,REGN,20220064304,20220303,METHODS OF TREATING CANCER PAIN BY ADMINISTERING A PD-1 INHIBITOR
AMGEN,AMGN,20230295267,20230921,STABILIZED RECEPTOR POLYPEPTIDES AND USES THEREOF
BAYER,BAYRY,20240301903,20240912,"Method for Joining Components, and Component Connection"
ABBVIE,ABBV,20230312595,20231005,"PROCESSES FOR THE PREPARATION OF (3S,4R)-3-ETHYL-4-(3H-IMIDAZO[1,2-a]PYRROLO[2,3-e]-PYRAZIN-8-YL)-N-(2,2,2-TRIFLUOROETHYL)PYRROLIDINE-1-CARBOXAMIDE AND SOLID STATE FORMS THEREOF"
NOVO NORDISK,NVO,20230287105,20230914,METHODS FOR TREATING CARDIOVASCULAR DISEASE
NOVO NORDISK,NVO,20240115811,20240411,DRUG DELIVERY DEVICE FOR DELIVERING A PREDEFINED FIXED DOSE
NOVO NORDISK,NVO,20240108818,20240404,DRUG DELIVERY DEVICE FOR DELIVERING A PREDEFINED FIXED DOSE
REGENERON,REGN,20200369760,20201126,STABILIZED FORMULATIONS CONTAINING ANTI-ANGPTL3 ANTIBODIES
NOVO NORDISK,NVO,20240123159,20240418,DRUG DELIVERY DEVICE FOR DELIVERING A PREDEFINED FIXED DOSE
VERTEX PHARMACEUTICALS,VRTX,20230382925,20231130,MODULATORS OF CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR
MERCK SHARP,MRK,20240247271,20240725,"RNA INTERFERENCE MEDIATED INHIBITION OF CATENIN (CADHERIN-ASSOCIATED PROTEIN), BETA 1 (CTNNB1) GENE EXPRESSION USING SHORT INTERFERING NUCLEIC ACID (SINA)"
ALNYLAM PHARMACEUTICALS,ALNY,20240132895,20240425,GLYCOGEN SYNTHASE KINASE 3 ALPHA (GSK3 ALPHA) iRNA COMPOSITIONS AND METHODS OF USE THEREOF
BIONTECH,BNTX,20230303656,20230928,CLAUDIN-18.2-SPECIFIC IMMUNORECEPTORS AND T CELL EPITOPES
NOVARTIS,NVS,20230416211,20231228,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH NLRP ACTIVITY
REGENERON,REGN,20240009674,20240111,SUPPORT FOR TEST DEVICE
NOVARTIS,NVS,20240067627,20240229,NLRP3 INFLAMMASOME INHIBITORS
BAYER,BAYRY,20240170862,20240523,Contact-Protected Screw-Connection Device
BAYER,BAYRY,20240051377,20240215,Door Bodyshell of a Framed Door of a Motor Vehicle and Production Method Thereof
GILEAD SCIENCES,GILD,20240131045,20240425,METHODS FOR TREATMENT OF VIRAL INFECTIONS
ARVINAS,ARVN,20240131023,20240425,COMPOUNDS AND METHODS FOR THE TARGETED DEGRADATION OF ANDROGEN RECEPTOR
BEAM THERAPEUTICS,BEAM,20240167008,20240523,"NOVEL CRISPR ENZYMES, METHODS, SYSTEMS AND USES THEREOF"
BRISTOL-MYERS,BMY,20240109899,20240404,BENZOFURAN COMPOUNDS AS STING AGONISTS
SAGE THERAPEUTICS,SAGE,20240300996,20240912,COMPOUNDS FOR TREATING CNS DISORDERS
REGENERON,REGN,20220370489,20221124,Treatment Of Inflammation With Glucocorticoids And Angiopoietin-Like 7 (ANGPTL7) Inhibitors
AMGEN,AMGN,20210246118,20210812,SUBSTITUTED PYRIMIDINONES AS AGONISTS OF THE APJ RECEPTOR
INCYTE,INCY,20240287059,20240829,PYRAZOLOPYRIDINE COMPOUNDS AND USES THEREOF
AGIOS PHARMACEUTICALS,AGIO,20220363661,20221117,"COCRYSTALS, PHARMACEUTICAL COMPOSITIONS THEREOF, AND METHODS OF TREATMENT INVOLVING SAME"
ALNYLAM PHARMACEUTICALS,ALNY,20240209373,20240627,ELONGATION OF VERY LONG CHAIN FATTY ACIDS PROTEIN 1 (ELOVL1) iRNA AGENT COMPOSITIONS AND METHODS OF USE THEREOF
NOVARTIS,NVS,20230201353,20230629,SUSTAINED RELEASE DELIVERY SYSTEMS COMPRISING TRACELESS LINKERS
ARGENX,ARGX,20220259304,20220818,THERAPEUTIC MUSK ANTIBODIES
ULTRAGENYX,RARE,20230128412,20230427,METHODS FOR ENHANCING RECOMBINANT ADENO-ASSOCIATED VIRUS YIELD
ZOETIS,ZTS,20240010716,20240111,CANINE ANTIBODY VARIANTS
BIOMARIN PHARMACEUTICAL,BMRN,20240132910,20240425,USE OF HISTIDINE RICH PEPTIDES AS A TRANSFECTION REAGENT FOR rAAV AND rBV PRODUCTION
ASTELLAS PHARMA,ALPMY,20240018113,20240118,ARYL ALKYNAMIDE DERIVATIVES
ARGENX,ARGX,20230151091,20230518,THERAPEUTIC MUSK ANTIBODIES
REGENERON,REGN,20220411487,20221229,ANTI-TMPRSS6 ANTIBODIES AND USES THEREOF
REGENERON,REGN,20180355003,20181213,"COMPOSITIONS FOR DETECTION, INHIBITION AND IMAGING OF INDOLEAMINE 2, 3-DIOXYGENASE 1 (IDO1) AND METHODS OF MAKING AND USING SAME"
REGENERON,REGN,20180364253,20181220,"IL-17F AND IL-17A-SPECIFIC CAPTURE AGENTS, COMPOSITIONS, AND METHODS OF USING AND MAKING"
BAYER,BAYRY,20240157865,20240516,Vehicle Seat Having a Footrest
BAYER,BAYRY,20240166266,20240523,"Roof for a Motor Vehicle, in Particular for a Passenger Car, and Motor Vehicle"
SANOFI,SNY,20240043522,20240208,EFFECTORLESS FC MOLECULES
MERCK SHARP,MRK,20240199680,20240620,SYNTHESIS OF FLUORINATED CYCLIC DINUCLEOTIDES
AMGEN,AMGN,20230279332,20230907,Hybrid Predictive Modeling for Control of Cell Culture
ASTRAZENECA,AZN,20230357279,20231109,SPIROCYCLIC COMPOUNDS
BRISTOL-MYERS,BMY,20220144835,20220512,ENHANCED PERFORMANCE OF AMORPHOUS SOLID AND SOLUBILIZED FORMULATIONS FOR ACHIEVING THERAPEUTIC PLASMA CONCENTRATIONS
MERCK SHARP,MRK,20240182511,20240606,NOVEL FORMS OF CYCLIC DINUCLEOTIDE COMPOUNDS
CUREVAC,CVAC,20210162037,20210603,INFLUENZA MRNA VACCINES
CUREVAC,CVAC,20240066114,20240229,MULTIVALENT NUCLEIC ACID BASED CORONAVIRUS VACCINES
SANGAMO THERAPEUTICS,SGMO,20240003901,20240104,ASSAYS FOR FABRY DISEASE TREATMENT
BAYER,BAYRY,20240162556,20240516,High-Voltage Accumulator Module Having a Multiplicity of Battery Cells
BAYER,BAYRY,20240175478,20240530,Bearing Assembly for Supporting a Unit of a Motor Vehicle on a Structural Component of the Motor Vehicle
BAYER,BAYRY,20240149646,20240509,Bearing Assembly for Supporting a Unit of a Motor Vehicle on a Structural Component of the Motor Vehicle
ELI LILLY,LLY,20240226440,20240711,"SELF-ASPIRATING SYRINGE SYSTEMS, CARTRIDGES, AND METHODS"
DAIICHI SANKYO,DSNKY,20230414778,20231228,COMBINATION OF ANTIBODY-DRUG CONJUGATE WITH ANTI-SIRPalpha ANTIBODY
ELI LILLY,LLY,20240180783,20240606,TABLET DISPENSER
AMGEN,AMGN,20230159974,20230525,PROCESS FOR MANIPULATING THE LEVEL OF GLYCAN CONTENT OF A GLYCOPROTEIN
AMGEN,AMGN,20230322867,20231012,IMMUNOGENS DERIVED FROM SARS-COV2 SPIKE PROTEIN
GILEAD SCIENCES,GILD,20240034774,20240201,ANTIBODIES THAT TARGET HIV GP120 AND METHODS OF USE
IPSEN,IPSEY,20240050539,20240215,Liquid Neurotoxin Formulation Stabilized with Tryptophan or Tyrosine
REGENERON,REGN,20220326250,20221013,Methods for Predicting and Modulating Glycation of a Protein
INCYTE,INCY,20230338352,20231026,ALK2 INHIBITORS FOR THE TREATMENT OF ANEMIA
ASTRAZENECA,AZN,20240010631,20240111,CHEMICAL COMPOUNDS
ABBVIE,ABBV,20240383886,20241121,Protein Tyrosine Phosphatase Degraders and Methods of Use Thereof
NOVARTIS,NVS,20210093736,20210401,Methods for Preventing Cardiovascular Events Through Proprotein Convertase Subtilisin Kexin 9 (PCSK9) Reduction
DAIICHI SANKYO,DSNKY,20240182569,20240606,STABLE MULTISPECIFIC MOLECULE AND USE THEREOF
REGENERON,REGN,20240074414,20240307,GENETICALLY MODIFIED NON-HUMAN ANIMALS EXPRESSING HUMAN EPO
SANOFI,SNY,20240019289,20240118,"SENSOR, CARTRIDGE AND DRUG DELIVERY DEVICE"
PFIZER,PFE,20230045437,20230209,"Compositions Comprising Probiotic and Prebiotic Components and Mineral Salts, with Lactoferrin"
NOVARTIS,NVS,20240141060,20240502,DOSAGE REGIMES FOR ANTI-CD73 AND ANTI-ENTPD2 ANTIBODIES AND USES THEREOF
BLUEPRINT MEDICINES,BPMC,20240254130,20240801,SALT AND SOLID FORMS OF A KINASE INHIBITOR
BAYER,BAYRY,20240181703,20240606,Additive Manufacturing Apparatus for Extrusion-Based Production of a Shaped Body
BAYER,BAYRY,20240359748,20241031,"Hole Closure Element for a Body Component, and Body Component Equipped Therewith"
NOVARTIS,NVS,20210214459,20210715,ANTIBODY MOLECULES TO CD73 AND USES THEREOF
BAYER,BAYRY,20240174624,20240530,"CHIRAL N-(1,3,4-OXADIAZOLE-2-YL)PHENYL CARBOXYLIC ACID AMIDES AND THEIR USE AS HERBICIDES"
BAYER,BAYRY,20240183055,20240606,Method for Coating a Component in a Dipping Bath
GILEAD SCIENCES,GILD,20240109851,20240404,PROCESSES AND INTERMEDIATES FOR PREPARING MCL1 INHIBITORS
BIONTECH,BNTX,20100035267,20100211,DETECTION OF INDIVIDUAL T-CELL REACTION PATTERNS AGAINST TUMOR-ASSOCIATED ANTIGENS (TAA) IN TUMOR PATIENTS AS A BASIS FOR THE INDIVIDUAL THERAPEUTIC VACCINATION OF PATIENTS
SANOFI,SNY,20080188650,20080807,METHOD FOR AFFINITY CHROMATOGRAPHY OF ANTITHROMBIN III
SANOFI,SNY,20050003417,20050106,METHOD FOR DETECTING ALZHEIMER'S DISEASE
SANOFI,SNY,20120276586,20121101,DESMOSTEROL-PRODUCING YEAST STRAINS AND USES THEREOF
SANOFI,SNY,20090239837,20090924,CHOLESTEROL-PRODUCING YEAST STRAINS AND USES THEREOF
SANOFI,SNY,20090285841,20091119,ANTITUMOR COMBINATIONS CONTAINING A VEGF-INHIBITING AGENT AND 5FU OR A DERIVATIVE THEREOF
SANOFI,SNY,20050202528,20050915,"POLYPEPTIDES INVOLVED IN THE BIOSYNTHESIS OF SPIRAMYCINS, NUCLEOTIDE SEQUENCES ENCODING THESE POLYPEPTIDES AND APPLICATIONS THEREOF"
SANOFI,SNY,20050065138,20050324,ACETONE SOLVATE OF DIMETHOXY DOCETAXEL AND ITS PROCESS OF PREPARATION
SANOFI,SNY,20120301425,20121129,NOVEL ANTITUMORAL USE OF CABAZITAXEL
AMGEN,AMGN,20240024579,20240125,DRUG DELIVERY DEVICE HAVING A NEEDLE GUARD MECHANISM WITH A TURNABLE THRESHOLD OF RESISTANCE TO NEEDLE GUARD MOVEMENT
BAYER,BAYRY,20230264682,20230824,Method for Operating a Motor Vehicle Drive Train and Electronic Control Unit for Carrying Out Said Method
INCYTE,INCY,20230159501,20230525,BIPYRAZOLE DERIVATIVES AS JAK INHIBITORS
ASTRAZENECA,AZN,20230372333,20231123,COMBINATION THERAPY FOR TREATING CANCER
NEUROCRINE BIOSCIENCES,NBIX,20210220345,20210722,METHODS FOR THE ADMINISTRATION OF COMT INHIBITORS
NEUROCRINE BIOSCIENCES,NBIX,20210338651,20211104,METHODS FOR THE ADMINISTRATION OF COMT INHIBITORS
SEAGEN,SGEN,20240075134,20240307,DOSAGE AND ADMINISTRATION OF NON-FUCOSYLATED ANTI-CD40 ANTIBODY
SEAGEN,SGEN,20240075135,20240307,DOSAGE AND ADMINISTRATION OF NON-FUCOSYLATED ANTI-CD40 ANTIBODIES
ASTRAZENECA,AZN,20240173261,20240530,FORMULATION COMPRISING CERALASERTIB
REGENERON,REGN,20230295266,20230921,"Extended, High Dose VEGF Antagonist Regimens for Treatment of Angiogenic Eye Disorders"
GILEAD SCIENCES,GILD,20240239807,20240718,SARS-COV2 MAIN PROTEASE INHIBITORS
JAZZ PHARMACEUTICALS,JAZZ,20240076643,20240307,MODIFIED L-ASPARAGINASE
SAGE THERAPEUTICS,SAGE,20230116347,20230413,"C17, C20, AND C21 SUBSTITUTED NEUROACTIVE STEROIDS AND THEIR METHODS OF USE"
SAGE THERAPEUTICS,SAGE,20220169674,20220602,"A CRYSTALLINE 19-NOR C3,3-DISUBSTITUTED C21-N-PYRAZOLYL STEROID"
SAGE THERAPEUTICS,SAGE,20230399357,20231214,"CRYSTALLINE 19-NOR C3,3-DISUBSTITUTED C21-N-PYRAZOLYL STEROID"
SAGE THERAPEUTICS,SAGE,20230310459,20231005,NEUROACTIVE STEROIDS AND THEIR METHODS OF USE
BIOMARIN PHARMACEUTICAL,BMRN,20240200096,20240620,METHODS OF REDOSING GENE THERAPY VECTORS
ELI LILLY,LLY,20240226332,20240711,GENE THERAPY FOR TREM2-ASSOCIATED DISEASES AND DISORDERS
HOFFMAN-LA ROCHE,RHHBY,20220135528,20220505,MACROCYCLIC BROAD SPECTRUM ANTIBIOTICS
ARVINAS,ARVN,20240299366,20240912,IMIDE-BASED MODULATORS OF PROTEOLYSIS AND ASSOCIATED METHODS OF USE
ASTRAZENECA,AZN,20250019666,20250116,METHODS OF PURIFYING ADENOVIRUS
BRISTOL-MYERS,BMY,20240092907,20240321,Antibodies Binding to VISTA at Acidic pH
SANOFI,SNY,20230256170,20230817,MEDICAMENT DELIVERY DEVICE
BEAM THERAPEUTICS,BEAM,20230357133,20231109,NANOMATERIALS COMPRISING CARBONATES
BEAM THERAPEUTICS,BEAM,20230331657,20231019,NANOMATERIALS COMPRISING ESTER-LINKED ACETALS
BEAM THERAPEUTICS,BEAM,20230331656,20231019,NANOMATERIALS COMPRISING ACETALS
BEAM THERAPEUTICS,BEAM,20230348359,20231102,IONIZABLE LIPIDS FOR NANOMATERIALS
BEAM THERAPEUTICS,BEAM,20240115511,20240411,NANOMATERIALS COMPRISING AN IONIZABLE LIPID
MERCK SHARP,MRK,20240218009,20240704,NOVEL FORMS OF CYCLIC DINUCLEOTIDE COMPOUNDS
BAYER,BAYRY,20240174058,20240530,Shading Device and Vehicle
SANOFI,SNY,20230364231,20231116,METHOD OF TREATING AN EYE-RELATED DISORDER BY ADMINISTERING AN ANTI-INTERLEUKIN-4 RECEPTOR ALPHA (ANTI-IL-4RA) ANTIBODY
SANOFI,SNY,20240009305,20240111,METHODS FOR TREATING DIGITALLY-IDENTIFIED IL-4/IL-13 RELATED DISORDERS
SANOFI,SNY,20230398298,20231214,Auto-Injector Device
REGENERON,REGN,20220056119,20220224,Methods for Preventing and Treating Cardiac Dysfunction and COVID-19 with Activin A Antagonists
BAYER,BAYRY,20240428626,20241226,AUTOMATICALLY CONSTRUCTING A DIAGNOSTICS FAULT MODEL FROM VEHICLE ENGINEERING DOCUMENTATION
NOVARTIS,NVS,20240034773,20240201,RSV F PROTEIN COMPOSITIONS AND METHODS FOR MAKING SAME
REGENERON,REGN,20220411870,20221229,Treatment Of Obesity With G-Protein Coupled Receptor 75 (GPR75) Inhibitors
SANOFI,SNY,20230151008,20230518,"CRYSTALLINE IMIDAZO[4,5-b]PYRIDINE COMPOUND, PHARMACEUTICAL COMPOSITIONS, AND THEIR USE IN TREATING MEDICAL CONDITIONS"
SANOFI,SNY,20240304297,20240912,A Dose Counting System
BAYER,BAYRY,20240181993,20240606,"Filling Device for a Vehicle, and Vehicle Having Such a Filling Device"
BAYER,BAYRY,20240181994,20240606,"Filling Device for a Vehicle, and Vehicle Having Such a Filling Device"
DAIICHI SANKYO,DSNKY,20230121698,20230420,ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 1 (ENPP1) MODULATORS AND USES THEREOF
TAKEDA PHARMACEUTICAL,TAK,20240124593,20240418,FC RECEPTOR BINDING PROTEINS
GILEAD SCIENCES,GILD,20230312490,20231005,MCL-1 INHIBITORS
NOVARTIS,NVS,20240025993,20240125,CD19 BINDING MOLECULES AND USES THEREOF
AMGEN,AMGN,20230349912,20231102,METHODS OF PROCESSING A SAMPLE FOR PEPTIDE MAPPING ANALYSIS
ALNYLAM PHARMACEUTICALS,ALNY,20240309386,20240919,COMPOSITIONS AND METHODS FOR INHIBITING EXPRESSION OF TMPRSS6 GENE
ALNYLAM PHARMACEUTICALS,ALNY,20240209372,20240627,PROLINE DEHYDROGENASE 2 (PRODH2) IRNA COMPOSITIONS AND METHODS OF USE THEREOF
AGIOS PHARMACEUTICALS,AGIO,20240276957,20240822,METHODS OF TREATMENT WITH AMINOLEVULINIC ACID SYNTHASE 2 (ALAS2) MODULATORS
DAIICHI SANKYO,DSNKY,20240115720,20240411,ANTIBODY-PYRROLOBENZODIAZEPINE DERIVATIVE CONJUGATE
DAIICHI SANKYO,DSNKY,20240115721,20240411,ANTI-DLL3 ANTIBODY-DRUG CONJUGATE
BIOMARIN PHARMACEUTICAL,BMRN,20230287306,20230914,Cleaning Composition
GILEAD SCIENCES,GILD,20240091251,20240321,COMPOSITIONS COMPRISING AN RNA POLYMERASE INHIBITOR AND CYCLODEXTRIN FOR TREATING VIRAL INFECTIONS
ALNYLAM PHARMACEUTICALS,ALNY,20240075052,20240307,COMPOSITIONS AND METHODS FOR TREATING TRANSTHYRETIN (TTR) MEDIATED AMYLOIDOSIS
INCYTE,INCY,20240216377,20240704,HETEROCYCLYLAMINES AS PI3K INHIBITORS
